HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458492.31921,2019-01-08.8193707,bn,1.52,99.990,99.990,99.990,99.990,99.990,g
2458492.32043,2019-01-08.8205805,bn,1.53,99.990,99.990,99.990,99.990,99.990,g
2458492.73114,2019-01-09.2313321,bB,2.25,17.017,14.795,0.028,4.386,0.114,g
2458492.73241,2019-01-09.2326010,bB,2.19,17.066,14.888,0.029,4.023,0.109,g
2458492.73367,2019-01-09.2338613,bB,2.21,17.021,14.958,0.033,3.772,0.113,g
2458494.31228,2019-01-10.812625,bn,1.54,16.895,14.906,0.035,3.956,0.127,g
2458494.31349,2019-01-10.8138347,bn,1.51,16.789,14.954,0.040,3.788,0.140,g
2458494.31470,2019-01-10.8150458,bn,1.51,99.990,99.990,99.990,99.990,99.990,g
2458494.75395,2019-01-11.2543446,bB,2.02,17.012,14.902,0.031,3.975,0.114,g
2458494.75522,2019-01-11.2556131,bB,2.03,17.049,14.929,0.031,3.879,0.110,g
2458494.75648,2019-01-11.2568763,bB,2.04,16.889,14.913,0.035,3.935,0.128,g
2458499.73328,2019-01-16.2341711,bB,2.01,16.594,14.859,0.044,4.134,0.168,g
2458499.73455,2019-01-16.2354402,bB,2.01,16.554,15.034,0.054,3.520,0.174,g
2458499.73583,2019-01-16.2367182,bB,2.03,16.589,15.105,0.056,3.296,0.168,g
2458501.54066,2019-01-18.0417322,bF,1.70,15.976,15.044,0.093,3.487,0.296,g
2458501.54194,2019-01-18.0430357,bF,1.56,15.970,14.890,0.081,4.017,0.298,g
2458501.54322,2019-01-18.0442880,bF,1.60,16.052,14.902,0.076,3.975,0.276,g
2458502.54051,2019-01-19.041675,bF,1.58,15.943,15.044,0.096,3.487,0.305,g
2458502.54179,2019-01-19.0429576,bF,1.54,15.902,14.969,0.093,3.734,0.317,g
2458502.54305,2019-01-19.0442206,bF,1.61,15.989,15.075,0.094,3.391,0.292,g
2458503.62660,2019-01-20.1278752,br,1.48,15.834,14.999,0.102,3.635,0.337,g
2458503.62781,2019-01-20.1290884,br,1.42,15.909,15.066,0.101,3.414,0.314,g
2458503.62903,2019-01-20.1303086,br,1.47,15.858,14.949,0.095,3.808,0.330,g
2458505.27941,2019-01-21.7808402,bn,2.13,15.541,14.971,0.130,3.730,0.442,g
2458505.28095,2019-01-21.7823825,bn,2.09,15.529,14.669,0.099,4.926,0.447,g
2458505.52871,2019-01-22.0301718,bF,2.10,15.516,14.812,0.115,4.317,0.452,g
2458505.52997,2019-01-22.0314332,bF,2.04,15.571,15.128,0.146,3.228,0.429,g
2458506.72376,2019-01-23.2253341,bB,2.04,17.005,14.989,0.034,3.667,0.115,g
2458506.72504,2019-01-23.2266122,bB,2.02,17.062,14.866,0.029,4.105,0.109,g
2458506.72631,2019-01-23.2278873,bB,2.02,16.990,14.976,0.034,3.713,0.116,g
2458507.61743,2019-01-24.1190966,br,1.54,16.819,14.949,0.039,3.806,0.136,g
2458507.61865,2019-01-24.1203171,br,1.57,16.754,14.926,0.041,3.888,0.145,g
2458507.61987,2019-01-24.1215304,br,1.60,16.747,14.950,0.042,3.801,0.145,g
2458509.61841,2019-01-26.1202604,br,1.45,16.734,14.798,0.037,4.376,0.148,g
2458509.61961,2019-01-26.1214690,br,1.39,99.990,99.990,99.990,99.990,99.990,g
2458509.62083,2019-01-26.1226862,br,1.37,16.709,14.964,0.044,3.751,0.151,g
2458510.60797,2019-01-27.1099127,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458510.60917,2019-01-27.1111270,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458510.61039,2019-01-27.1123428,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458511.61196,2019-01-28.1140065,br,1.41,14.072,99.990,99.990,6.093,1.708,g
2458511.61319,2019-01-28.1152366,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458511.61441,2019-01-28.1164535,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2458512.60513,2019-01-29.1072651,br,1.51,99.990,99.990,99.990,99.990,99.990,g
2458512.60634,2019-01-29.1084748,br,1.45,16.695,14.911,0.042,3.942,0.153,g
2458512.60755,2019-01-29.1096951,br,1.46,16.736,15.010,0.045,3.596,0.147,g
2458515.59908,2019-02-01.1014986,br,1.43,16.684,14.964,0.045,3.752,0.154,g
2458515.60030,2019-02-01.1027143,br,1.47,16.585,14.972,0.050,3.724,0.169,g
2458515.60152,2019-02-01.1039302,br,1.41,16.592,14.959,0.049,3.770,0.168,g
2458519.58619,2019-02-05.0889596,br,1.73,16.738,14.910,0.041,3.944,0.147,g
2458519.58739,2019-02-05.0901653,br,1.77,16.655,14.860,0.042,4.130,0.158,g
2458519.58861,2019-02-05.0913844,br,1.78,16.750,14.950,0.042,3.802,0.145,g
2458527.56374,2019-02-13.0671861,br,2.04,15.797,14.889,0.095,4.020,0.349,g
2458527.56496,2019-02-13.0683969,br,2.01,15.822,15.217,0.126,2.971,0.341,g
2458527.56618,2019-02-13.0696203,br,1.99,16.117,14.975,0.077,3.713,0.260,g
2458624.92777,2019-05-21.4319969,bF,2.49,15.700,15.010,0.116,3.597,0.382,g
2458626.92149,2019-05-23.4255760,bj,1.55,15.897,15.110,0.106,3.281,0.318,g
2458626.92271,2019-05-23.4267964,bj,1.64,15.865,14.714,0.076,4.725,0.328,g
2458626.92392,2019-05-23.4280167,bj,1.63,15.855,14.894,0.090,4.004,0.331,g
2458627.93216,2019-05-24.4361722,bj,1.59,14.445,99.990,99.990,4.264,1.213,g
2458627.93337,2019-05-24.4373841,bj,1.57,15.029,14.912,0.197,3.939,0.707,g
2458627.93459,2019-05-24.4386083,bj,1.58,15.248,14.755,0.139,4.549,0.578,g
2458629.66686,2019-05-26.1707541,bn,1.58,15.632,14.975,0.120,3.717,0.406,g
2458629.66820,2019-05-26.1720928,bn,1.51,15.712,14.985,0.112,3.682,0.377,g
2458629.66944,2019-05-26.1733340,bn,1.65,15.692,14.785,0.095,4.427,0.384,g
2458638.65888,2019-06-04.1620942,bn,1.60,14.294,14.111,0.187,8.234,1.406,g
2458640.11053,2019-06-05.6136238,bB,1.71,13.995,99.990,99.990,4.357,1.833,g
2458640.11180,2019-06-05.6148998,bB,1.91,14.226,99.990,99.990,6.657,1.483,g
2458640.11308,2019-06-05.6161751,bB,1.64,13.682,99.990,99.990,10.763,2.446,g
2458642.10360,2019-06-07.6065341,bB,1.75,16.547,14.979,0.052,3.702,0.175,g
2458642.10487,2019-06-07.6078004,bB,1.68,16.573,14.984,0.051,3.684,0.171,g
2458642.10615,2019-06-07.6090773,bB,1.76,16.521,14.983,0.053,3.687,0.179,g
2458643.90054,2019-06-09.4033152,bF,1.50,16.774,14.924,0.040,3.893,0.142,g
2458644.09670,2019-06-09.5994618,bB,2.02,16.826,14.956,0.039,3.781,0.135,g
2458644.09797,2019-06-09.6007317,bB,2.01,16.718,15.009,0.045,3.603,0.149,g
2458644.09924,2019-06-09.6019973,bB,2.02,16.930,14.973,0.036,3.720,0.123,g
2458645.89166,2019-06-11.3942627,bj,1.60,16.232,14.932,0.066,3.869,0.234,g
2458645.89289,2019-06-11.3954900,bj,1.61,16.023,14.940,0.081,3.838,0.283,g
2458645.89410,2019-06-11.3967135,bj,1.56,16.090,14.873,0.071,4.083,0.266,g
2458646.88871,2019-06-12.3912217,bj,1.56,16.330,14.848,0.056,4.177,0.214,g
2458646.88992,2019-06-12.3924400,bj,1.54,16.407,14.885,0.054,4.036,0.199,g
2458646.89114,2019-06-12.3936589,bj,1.50,16.247,14.911,0.064,3.942,0.231,g
2458646.95222,2019-06-12.4547339,br,1.40,15.087,14.897,0.184,3.993,0.671,g
2458647.88939,2019-06-13.3918195,bF,1.51,16.801,14.963,0.040,3.758,0.138,g
2458647.89067,2019-06-13.3931015,bF,1.55,16.699,14.922,0.043,3.902,0.152,g
2458647.89195,2019-06-13.3943802,bF,1.60,16.656,14.940,0.045,3.837,0.158,g
2458648.88541,2019-06-14.3877512,bF,1.51,16.744,14.992,0.044,3.656,0.146,g
2458648.88669,2019-06-14.3890337,bF,1.55,16.937,14.935,0.035,3.854,0.122,g
2458648.88796,2019-06-14.3902973,bF,1.56,16.733,14.894,0.040,4.004,0.148,g
2458649.94230,2019-06-15.4445484,br,1.48,15.944,14.957,0.088,3.780,0.305,g
2458649.94352,2019-06-15.4457604,br,1.48,15.896,14.763,0.077,4.517,0.318,g
2458649.94473,2019-06-15.4469760,br,1.49,15.906,15.084,0.103,3.360,0.315,g
2458650.09873,2019-06-15.6009664,bB,1.71,16.545,15.030,0.054,3.533,0.175,g
2458650.10000,2019-06-15.6022431,bB,1.74,16.564,14.984,0.051,3.684,0.172,g
2458650.10128,2019-06-15.6035172,bB,1.75,16.665,15.057,0.050,3.446,0.157,g
2458650.94290,2019-06-16.4450697,br,1.43,15.449,15.002,0.145,3.624,0.480,g
2458650.94413,2019-06-16.4462927,br,1.50,15.472,15.024,0.145,3.553,0.470,g
2458650.94535,2019-06-16.4475078,br,1.41,15.311,15.028,0.169,3.536,0.545,g
2458651.94290,2019-06-17.4449694,br,1.60,15.106,14.868,0.176,4.099,0.659,g
2458651.94412,2019-06-17.4461932,br,1.58,15.146,14.814,0.161,4.307,0.635,g
2458651.94534,2019-06-17.4474089,br,1.36,15.194,99.990,99.990,2.565,0.607,g
2458652.87950,2019-06-18.3814871,bF,2.09,15.884,14.991,0.096,3.659,0.322,g
2458652.88078,2019-06-18.3827593,bF,1.79,15.931,14.840,0.080,4.209,0.308,g
2458653.93617,2019-06-19.4380592,br,1.46,15.021,14.846,0.187,4.184,0.713,g
2458653.93738,2019-06-19.4392690,br,1.53,14.970,99.990,99.990,2.878,0.747,g
2458653.93860,2019-06-19.4404880,br,1.45,14.924,14.837,0.202,4.222,0.779,g
2458654.87601,2019-06-20.3778099,bF,1.62,14.075,99.990,99.990,3.757,1.703,g
2458654.87729,2019-06-20.3790918,bF,1.67,14.491,99.990,99.990,2.512,1.160,g
2458654.87857,2019-06-20.3803656,bF,1.70,14.969,14.793,0.186,4.394,0.748,g
2458655.86849,2019-06-21.3701910,bF,1.37,13.652,99.990,99.990,6.726,2.522,g
2458655.86975,2019-06-21.3714542,bF,1.57,15.124,14.639,0.140,5.066,0.648,g
2458655.87101,2019-06-21.3727208,bF,1.45,15.778,14.922,0.100,3.900,0.355,g
2458656.86887,2019-06-22.3704792,bF,1.43,15.619,14.950,0.118,3.803,0.411,g
2458656.87017,2019-06-22.3717805,bF,1.48,15.840,15.135,0.114,3.206,0.335,g
2458656.87144,2019-06-22.3730569,bF,1.47,15.370,14.961,0.150,3.765,0.517,g
2458657.86913,2019-06-23.3706545,bF,1.61,16.295,15.003,0.067,3.622,0.221,g
2458657.87042,2019-06-23.3719443,bF,1.57,16.375,14.939,0.058,3.842,0.205,g
2458657.87170,2019-06-23.3732188,bF,1.50,16.271,15.030,0.070,3.532,0.225,g
2458658.91882,2019-06-24.4202538,br,1.46,15.801,14.920,0.097,3.909,0.348,g
2458658.92004,2019-06-24.4214644,br,1.48,15.884,15.012,0.098,3.592,0.322,g
2458658.92125,2019-06-24.4226768,br,1.50,15.855,15.138,0.113,3.199,0.331,g
2458667.83420,2019-07-03.3347707,bF,1.46,16.875,14.935,0.037,3.857,0.130,g
2458667.83546,2019-07-03.3360372,bF,1.44,16.838,14.913,0.037,3.934,0.134,g
2458667.83674,2019-07-03.3373149,bF,1.48,16.899,14.920,0.035,3.905,0.127,g
2458669.10963,2019-07-04.6100795,bB,1.75,16.884,14.928,0.036,3.878,0.128,g
2458669.11091,2019-07-04.6113504,bB,1.76,16.916,14.988,0.037,3.671,0.124,g
2458669.11218,2019-07-04.6126265,bB,1.77,16.811,14.917,0.038,3.917,0.137,g
2458674.57549,2019-07-10.0754056,bn,1.60,16.866,14.941,0.037,3.834,0.131,g
2458674.57671,2019-07-10.0766306,bn,1.65,16.835,14.900,0.037,3.982,0.134,g
2458674.57792,2019-07-10.0778451,bn,1.67,16.835,14.839,0.035,4.213,0.134,g
2458675.04148,2019-07-10.5413532,bB,1.77,17.011,14.925,0.032,3.889,0.114,g
2458675.04274,2019-07-10.5426226,bB,1.69,16.980,14.906,0.032,3.959,0.118,g
2458675.04403,2019-07-10.5439009,bB,1.73,17.053,14.954,0.032,3.788,0.110,g
2458676.03880,2019-07-11.5385878,bB,2.19,16.942,14.921,0.034,3.905,0.122,g
2458676.04008,2019-07-11.5398611,bB,2.22,16.936,14.864,0.032,4.115,0.122,g
2458676.04135,2019-07-11.5411225,bB,2.21,16.938,14.995,0.037,3.646,0.122,g
2458677.56985,2019-07-13.0694710,bn,1.50,16.287,14.950,0.064,3.803,0.222,g
2458677.57106,2019-07-13.0706855,bn,1.48,16.452,15.051,0.060,3.466,0.191,g
2458677.57227,2019-07-13.0718921,bn,1.50,16.309,14.886,0.059,4.033,0.218,g
2458678.02981,2019-07-13.5293944,bB,2.15,16.449,14.961,0.056,3.765,0.191,g
2458678.03107,2019-07-13.5306600,bB,2.12,16.369,15.113,0.069,3.272,0.206,g
2458678.03235,2019-07-13.5319362,bB,2.18,16.367,14.878,0.056,4.063,0.206,g
2458679.55084,2019-07-15.0502724,bn,1.53,16.081,14.882,0.073,4.046,0.269,g
2458679.55206,2019-07-15.0514975,bn,1.53,16.133,14.970,0.075,3.735,0.256,g
2458679.55327,2019-07-15.0527045,bn,1.56,15.922,14.889,0.085,4.025,0.311,g
2458679.81659,2019-07-15.3159991,bj,1.61,15.748,14.934,0.104,3.856,0.365,g
2458679.81780,2019-07-15.3172168,bj,1.55,15.874,15.259,0.124,2.860,0.325,g
2458679.81902,2019-07-15.3184348,bj,1.55,15.967,14.958,0.087,3.775,0.298,g
2458680.81726,2019-07-16.3165711,bF,1.56,15.869,14.887,0.089,4.030,0.326,g
2458680.81853,2019-07-16.3178378,bF,1.50,15.889,14.968,0.094,3.740,0.320,g
2458680.81980,2019-07-16.3191116,bF,1.57,15.904,14.808,0.080,4.335,0.316,g
2458682.03353,2019-07-17.5327314,bB,1.79,15.911,14.878,0.085,4.062,0.314,g
2458682.03480,2019-07-17.5339995,bB,1.71,15.984,14.932,0.083,3.863,0.294,g
2458682.03608,2019-07-17.5352762,bB,1.72,15.941,14.935,0.087,3.857,0.305,g
2458682.87434,2019-07-18.3734616,bj,1.61,15.812,14.805,0.087,4.345,0.344,g
2458682.87557,2019-07-18.3746905,bj,1.48,15.987,15.047,0.092,3.476,0.293,g
2458682.87679,2019-07-18.3759121,bj,1.57,15.970,14.851,0.078,4.163,0.297,g
2458684.81076,2019-07-20.3096953,bj,1.61,15.919,15.095,0.103,3.326,0.312,g
2458684.81197,2019-07-20.3109111,bj,1.62,15.894,14.976,0.094,3.712,0.319,g
2458684.81319,2019-07-20.3121299,bj,1.65,15.808,15.084,0.113,3.359,0.345,g
2458690.77536,2019-07-26.2737267,bF,1.47,16.628,14.897,0.044,3.991,0.162,g
2458690.77663,2019-07-26.2749940,bF,1.55,16.644,14.923,0.045,3.899,0.160,g
2458690.77789,2019-07-26.2762564,bF,1.57,16.595,14.941,0.048,3.833,0.167,g
2458691.56878,2019-07-27.0670866,bn,1.61,16.487,14.922,0.052,3.903,0.185,g
2458691.57002,2019-07-27.0683247,bn,1.61,16.399,14.953,0.058,3.792,0.201,g
2458691.57123,2019-07-27.0695277,bn,1.61,16.342,14.903,0.058,3.974,0.211,g
2458692.05478,2019-07-27.5530307,bB,1.72,16.969,14.954,0.034,3.786,0.119,g
2458692.05605,2019-07-27.5543010,bB,1.73,17.019,15.003,0.034,3.623,0.113,g
2458692.05733,2019-07-27.5555780,bB,1.74,16.860,14.814,0.033,4.308,0.131,g
2458693.10699,2019-07-28.6051368,bB,1.71,17.035,14.927,0.031,3.882,0.112,g
2458693.10825,2019-07-28.6064049,bB,1.74,17.105,14.948,0.030,3.812,0.105,g
2458693.10952,2019-07-28.6076726,bB,1.74,17.093,14.966,0.031,3.744,0.106,g
2458694.84715,2019-07-30.3451480,br,1.38,99.990,99.990,99.990,99.990,99.990,g
2458694.90891,2019-07-30.4069061,br,1.37,99.990,99.990,99.990,99.990,99.990,g
2458694.91013,2019-07-30.4081208,br,1.37,16.623,14.903,0.045,3.967,0.163,g
2458694.91134,2019-07-30.4093350,br,1.39,16.711,14.997,0.045,3.640,0.150,g
2458695.86166,2019-07-31.3595606,bF,1.48,16.939,14.922,0.034,3.901,0.122,g
2458695.86292,2019-07-31.3608226,bF,1.45,16.875,15.050,0.041,3.469,0.129,g
2458695.86419,2019-07-31.3620871,bF,1.48,16.990,14.907,0.032,3.958,0.117,g
2458697.87339,2019-08-02.3711078,bj,1.61,16.589,14.949,0.048,3.805,0.168,g
2458697.87459,2019-08-02.3723210,bj,1.61,16.660,15.003,0.048,3.621,0.158,g
2458697.87582,2019-08-02.3735403,bj,1.56,16.594,14.957,0.048,3.779,0.167,g
2458698.94084,2019-08-03.4384625,br,1.46,14.537,99.990,99.990,5.250,1.121,g
2458698.94204,2019-08-03.4396678,br,1.41,15.985,14.776,0.074,4.465,0.303,g
2458698.94326,2019-08-03.4408861,br,1.43,16.002,14.860,0.077,4.128,0.292,g
2458702.51352,2019-08-07.0108325,bn,1.57,16.855,14.919,0.037,3.911,0.132,g
2458702.51475,2019-08-07.0120672,bn,1.57,16.856,14.897,0.036,3.990,0.132,g
2458702.51604,2019-08-07.0133520,bn,1.57,16.784,14.955,0.041,3.784,0.141,g
2458703.96760,2019-08-08.4647870,bB,1.79,17.099,14.920,0.029,3.907,0.105,g
2458703.96887,2019-08-08.4660644,bB,1.79,17.037,14.930,0.031,3.876,0.111,g
2458703.97014,2019-08-08.4673309,bB,1.69,17.138,14.873,0.027,4.082,0.102,g
2458704.96739,2019-08-09.4644957,bB,2.00,16.927,14.921,0.034,3.905,0.123,g
2458704.96865,2019-08-09.4657619,bB,2.01,16.942,14.961,0.035,3.764,0.122,g
2458704.96992,2019-08-09.4670262,bB,1.77,17.030,14.759,0.027,4.536,0.112,g
2458705.49591,2019-08-09.9929656,bn,1.50,16.444,14.920,0.054,3.907,0.192,g
2458705.49713,2019-08-09.9941868,bn,1.55,16.374,14.883,0.055,4.044,0.205,g
2458705.49833,2019-08-09.9953913,bn,1.52,16.410,14.841,0.052,4.203,0.199,g
2458705.97055,2019-08-10.4675694,bB,1.83,14.993,99.990,99.990,2.139,0.731,g
2458706.75306,2019-08-11.2500135,bF,1.48,15.087,15.049,0.212,3.472,0.671,g
2458706.75434,2019-08-11.2512903,bF,1.56,14.321,99.990,99.990,4.375,1.358,g
2458706.75561,2019-08-11.2525648,bF,1.47,14.813,99.990,99.990,2.982,0.863,g
2458706.93997,2019-08-11.4369118,bF,1.55,15.465,14.812,0.120,4.318,0.473,g
2458706.94124,2019-08-11.4381800,bF,1.56,15.786,14.969,0.103,3.738,0.352,g
2458706.94251,2019-08-11.4394531,bF,1.55,15.792,14.796,0.088,4.380,0.350,g
2458707.88268,2019-08-12.3795457,br,1.38,16.419,14.905,0.054,3.963,0.197,g
2458707.88390,2019-08-12.3807637,br,1.41,16.529,14.934,0.050,3.858,0.178,g
2458707.88513,2019-08-12.3819925,br,1.37,16.395,14.982,0.060,3.691,0.201,g
2458708.87010,2019-08-13.3668826,br,1.41,15.995,14.991,0.087,3.661,0.291,g
2458708.87131,2019-08-13.3680998,br,1.42,16.010,14.767,0.070,4.497,0.287,g
2458708.87253,2019-08-13.3693204,br,1.40,16.189,14.880,0.066,4.053,0.243,g
2458709.48899,2019-08-13.9857276,bn,1.48,15.859,14.878,0.089,4.062,0.330,g
2458709.49019,2019-08-13.9869342,bn,1.47,16.044,15.011,0.085,3.593,0.278,g
2458709.49141,2019-08-13.9881546,bn,1.48,15.956,14.825,0.077,4.265,0.301,g
2458710.47087,2019-08-14.9675277,bn,1.64,15.650,14.743,0.095,4.599,0.400,g
2458710.47211,2019-08-14.9687763,bn,1.60,15.736,14.963,0.108,3.757,0.369,g
2458710.47333,2019-08-14.9699876,bn,1.59,15.548,14.832,0.113,4.238,0.439,g
2458712.62790,2019-08-17.1243856,bn,2.07,15.368,15.138,0.178,3.196,0.518,g
2458712.62909,2019-08-17.1255841,bn,2.01,15.433,15.010,0.149,3.599,0.488,g
2458712.63031,2019-08-17.1268013,bn,2.04,15.401,15.153,0.174,3.155,0.502,g
2458713.78099,2019-08-18.2773947,bF,1.56,15.801,15.039,0.109,3.505,0.347,g
2458719.06998,2019-08-23.5659884,bB,2.01,16.783,15.086,0.046,3.355,0.141,g
2458719.07124,2019-08-23.5672553,bB,2.00,16.853,14.919,0.037,3.912,0.132,g
2458719.07251,2019-08-23.5685195,bB,2.00,16.781,14.921,0.039,3.903,0.141,g
2458720.11882,2019-08-24.6147672,bB,1.78,16.961,14.926,0.034,3.886,0.120,g
2458720.12010,2019-08-24.6160461,bB,2.01,16.937,14.922,0.034,3.900,0.122,g
2458720.12137,2019-08-24.6173209,bB,1.77,16.855,14.903,0.036,3.968,0.132,g
2458721.72113,2019-08-26.2169600,bj,1.58,16.546,14.913,0.049,3.935,0.175,g
2458721.72235,2019-08-26.2181828,bj,1.56,16.627,14.902,0.045,3.972,0.163,g
2458721.72357,2019-08-26.2194053,bj,1.54,16.573,14.997,0.051,3.640,0.171,g
2458722.69483,2019-08-27.1905979,bj,1.62,16.596,15.045,0.052,3.484,0.167,g
2458722.69605,2019-08-27.1918181,bj,1.59,16.498,14.796,0.046,4.383,0.183,g
2458722.69727,2019-08-27.1930337,bj,1.57,16.482,14.900,0.051,3.983,0.186,g
2458722.83611,2019-08-27.3318736,br,1.37,16.702,14.863,0.040,4.118,0.152,g
2458722.83735,2019-08-27.3331040,br,1.41,16.739,14.986,0.043,3.677,0.147,g
2458722.83856,2019-08-27.3343229,br,1.41,16.683,14.952,0.044,3.795,0.154,g
2458724.69088,2019-08-29.1865202,bF,1.54,16.804,14.903,0.038,3.969,0.138,g
2458724.69217,2019-08-29.1878049,bF,1.58,16.787,14.920,0.039,3.908,0.140,g
2458724.69343,2019-08-29.1890745,bF,1.54,16.831,14.892,0.037,4.010,0.135,g
2458724.88099,2019-08-29.3766181,br,1.43,16.645,14.916,0.044,3.923,0.160,g
2458724.88221,2019-08-29.3778396,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2458724.88342,2019-08-29.3790532,br,1.42,99.990,99.990,99.990,99.990,99.990,g
2458725.82738,2019-08-30.3229559,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458725.82860,2019-08-30.3241716,br,1.52,16.053,14.993,0.082,3.655,0.276,g
2458725.82981,2019-08-30.3253850,br,1.50,99.990,99.990,99.990,99.990,99.990,g
2458726.98638,2019-08-31.4818776,bB,1.99,17.091,14.981,0.031,3.693,0.106,g
2458726.98767,2019-08-31.4831704,bB,1.77,17.035,14.965,0.032,3.752,0.112,g
2458726.98896,2019-08-31.4844585,bB,1.75,17.073,14.866,0.029,4.110,0.108,g
2458727.52080,2019-09-01.0162718,bn,1.48,99.990,99.990,99.990,99.990,99.990,g
2458727.52202,2019-09-01.0174915,bn,1.46,16.760,14.891,0.039,4.012,0.144,g
2458727.52322,2019-09-01.0186923,bn,1.50,99.990,99.990,99.990,99.990,99.990,g
2458727.68894,2019-09-01.1844041,bj,1.65,16.421,14.876,0.053,4.070,0.196,g
2458727.69016,2019-09-01.1856225,bj,1.64,16.491,14.791,0.046,4.401,0.184,g
2458727.69138,2019-09-01.1868364,bj,1.60,16.524,15.005,0.054,3.614,0.179,g
2458728.54847,2019-09-02.0438775,bn,1.52,16.839,14.821,0.034,4.283,0.134,g
2458728.54969,2019-09-02.0451002,bn,1.52,16.903,14.968,0.037,3.741,0.126,g
2458728.55090,2019-09-02.0463089,bn,1.48,16.861,14.910,0.036,3.946,0.131,g
2458729.43129,2019-09-02.9266474,bn,1.67,16.768,14.886,0.039,4.032,0.143,g
2458729.43250,2019-09-02.9278520,bn,1.64,16.781,14.944,0.040,3.822,0.141,g
2458729.43372,2019-09-02.9290729,bn,1.59,16.843,14.878,0.036,4.066,0.134,g
2458730.69006,2019-09-04.1853436,bF,1.54,16.783,14.920,0.039,3.909,0.141,g
2458730.86057,2019-09-04.3558406,bj,1.59,16.444,14.886,0.052,4.033,0.192,g
2458730.86177,2019-09-04.3570501,bj,1.57,16.576,14.925,0.048,3.892,0.170,g
2458730.86298,2019-09-04.3582545,bj,1.52,16.628,14.909,0.045,3.948,0.162,g
2458732.69144,2019-09-06.1866148,bj,1.63,99.990,99.990,99.990,99.990,99.990,g
2458732.69266,2019-09-06.1878386,bj,1.49,99.990,99.990,99.990,99.990,99.990,g
2458732.69387,2019-09-06.1890527,bj,1.57,99.990,99.990,99.990,99.990,99.990,g
2458733.53173,2019-09-07.0268667,bn,1.51,16.891,14.931,0.036,3.871,0.128,g
2458733.53293,2019-09-07.0280738,bn,1.54,16.858,14.878,0.035,4.064,0.132,g
2458733.53415,2019-09-07.0292900,bn,1.53,16.972,14.854,0.031,4.153,0.118,g
2458733.95207,2019-09-07.4471770,bB,1.99,16.660,14.899,0.043,3.985,0.158,g
2458733.95336,2019-09-07.4484652,bB,1.76,16.752,14.869,0.039,4.097,0.145,g
2458733.95465,2019-09-07.4497577,bB,2.01,17.032,14.948,0.032,3.810,0.112,g
2458734.43774,2019-09-07.9328215,bn,1.55,16.309,14.962,0.063,3.762,0.218,g
2458734.43896,2019-09-07.9340453,bn,1.54,16.189,14.847,0.064,4.182,0.243,g
2458734.44021,2019-09-07.9352979,bn,1.51,16.292,14.933,0.063,3.864,0.221,g
2458734.68444,2019-09-08.1795129,bj,1.52,16.199,14.837,0.062,4.219,0.241,g
2458734.68566,2019-09-08.1807331,bj,1.56,16.171,14.868,0.066,4.101,0.247,g
2458734.68688,2019-09-08.1819490,bj,1.54,16.186,14.756,0.059,4.546,0.244,g
2458735.53249,2019-09-09.0275187,bn,1.48,16.079,14.835,0.070,4.231,0.269,g
2458735.53371,2019-09-09.0287356,bn,1.49,16.090,14.938,0.076,3.844,0.266,g
2458735.53491,2019-09-09.0299425,bn,1.48,16.139,14.879,0.069,4.058,0.255,g
2458736.52052,2019-09-10.0155026,bn,1.51,15.834,14.828,0.087,4.252,0.337,g
2458736.52174,2019-09-10.0167179,bn,1.49,15.981,15.169,0.104,3.108,0.294,g
2458736.52295,2019-09-10.0179258,bn,1.48,15.962,14.869,0.080,4.094,0.300,g
2458736.97968,2019-09-10.4746445,bB,2.05,16.263,15.003,0.069,3.619,0.227,g
2458736.98097,2019-09-10.4759340,bB,2.04,16.249,14.892,0.063,4.009,0.230,g
2458736.98226,2019-09-10.4772200,bB,2.06,16.031,14.883,0.076,4.045,0.281,g
2458738.09951,2019-09-11.5944140,bB,1.75,16.974,14.956,0.034,3.778,0.118,g
2458738.10080,2019-09-11.5957071,bB,1.76,17.112,14.927,0.029,3.883,0.104,g
2458738.10208,2019-09-11.5969946,bB,1.76,17.051,14.894,0.030,4.001,0.110,g
2458738.70080,2019-09-12.1956868,bj,1.59,15.775,15.113,0.119,3.273,0.356,g
2458738.70202,2019-09-12.1969059,bj,1.58,15.765,14.738,0.085,4.621,0.359,g
2458738.70324,2019-09-12.1981230,bj,1.58,15.772,15.007,0.108,3.608,0.357,g
2458745.71076,2019-09-19.2053677,bF,1.60,16.205,15.014,0.073,3.584,0.239,g
2458746.09165,2019-09-19.5862472,bB,2.01,15.976,14.960,0.086,3.769,0.296,g
